Лемма	Тип	Класс	Залог	Форма	Лицо	Число	Время/наклонение	Примеры
āśri	Verb	1	Ā	āśrayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
āśrī	Verb	9	Ā	āśrīṇīta	Third	Sg.	"Imperfect ind"	"    1"
āśru	Verb	5	Ā	āśṛṇvanti	Third	Pl.	"Present Ind."	"    1"
āśru	Verb	5	Ā	āśṛṇoḥ	Second	Sg.	"Imperfect ind"	"    1"
āśru	Verb	5	Ā	āśrotum			Infinitive	"    1"
śrāvay	Verb	10	Ā	śrāvayati	Third	Sg.	"Present Ind."	"    1"
śrāvay	Verb	10	Ā	śrāvayāmaḥ	First	Pl.	"Present Ind."	"    1"
śrāvay	Verb	10	Ā	śrāvayiṣyanti	Third	Pl.	"Future Ind."	"    1"
śrāvay	Verb	10	Ā	śrāvaye	First	Sg.	"Present Ind."	"    1"
śrāvay	Verb	10	Ā	aśrāvayanta	Third	Pl.	"Imperfect ind"	"    1"
śrāvay	Verb	10	Ā	śrāvayāṃcakrire	Third	Pl.	"Perfect Ind. Peri."	"    1"
śrāvay	Verb	10	Ā	śrāvitavat			"Past Active Participle"	"    1"
āśliṣ	Verb	6	P.	āśliṣyati	Third	Sg.	"Present Ind."	"    1"
āśliṣ	Verb	6	P.	āśliṣyet	Third	Sg.	"Pres. Potential"	"    1"
āśliṣ	Verb	6	P.	āśliṣyate	Third	Sg.	"Present Ind."	"    1"
āśliṣ	Verb	6	P.	āśliṣeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
āśliṣ	Verb	6	P.	āśliṣam	First	Sg.	"Imperfect ind"	"    1"
āśliṣ	Verb	6	P.	āśliṣyamāṇa			"Present Passive"	"    1"
āśvas	Verb	2	Ā	āśvasadhvam	Second	Pl.	"Pres. Imp."	"    1"
āśvas	Verb	2	Ā	āśvasiti	Third	Sg.	"Present Ind."	"    1"
āśvas	Verb	2	Ā	āśvasanti	Third	Pl.	"Present Ind."	"    1"
āśvas	Verb	2	Ā	āśvasyāt	Third	Sg.	"Pres. Potential"	"    1"
āśvas	Verb	2	Ā	āśvasīt	Third	Sg.	"Imperfect ind"	"    1"
āśvas	Verb	2	Ā	āśvasan	Third	Pl.	"Imperfect ind"	"    1"
āśvas	Verb	2	Ā	āśaśvāsa	Third	Sg.	"Perfect Ind."	"    1"
āśvas	Verb	2	Ā	āśvasāmi	First	Sg.	"Present Ind."	"    1"
āśvas	Verb	2	Ā	āśvasati	Third	Sg.	"Present Ind."	"    1"
āśvas	Verb	2	Ā	āśvasatām	Third	Du.	"Imperfect ind"	"    1"
āśvas	Verb	2	Ā	āśvasyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
āśvāsay	Verb	10	Ā	āśvāsayanti	Third	Pl.	"Present Ind."	"    1"
āśvāsay	Verb	10	Ā	āśvāsayeḥ	Second	Sg.	"Pres. Potential"	"    1"
āśvāsay	Verb	10	Ā	āśvāsayāvahe	First	Du.	"Present Ind."	"    1"
āśvāsay	Verb	10	Ā	āśvāsayāmāsuḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
āśvāsay	Verb	10	Ā	āśvāsyantām	Third	Pl.	"Pres. Imperative Passive"	"    1"
āśvāsay	Verb	10	Ā	āśvāsyate	Third	Sg.	"Present Passive"	"    1"
āśvāsay	Verb	10	Ā	āśvāsitum			Infinitive	"    1"
āśvāsay	Verb	10	Ā	āśvāsyamāna			"Present Passive"	"    1"
āśvāsay	Verb	10	Ā	āśvāsayāna			"Present Ind."	"    1"
āśvāsay	Verb	10	Ā	āśvāsitavat			"Past Active Participle"	"    1"
āśvāsay	Verb	10	Ā	āśvāsya			"Future passive particle"	"    1"
ās	Verb	4	Ā	āsyadhvam	Second	Pl.	"Imperfect ind"	"    1"
āsañj	Verb	1	Ā	āsajat			"Present Ind."	"    1"
āsad	Verb	2	P.	āsīdanti	Third	Pl.	"Present Ind."	"    1"
āsad	Verb	2	P.	āsīda	Second	Sg.	"Pres. Imp."	"    1"
āsad	Verb	2	P.	āsīdata	Second	Pl.	"Imperfect ind"	"    1"
āsad	Verb	2	P.	āsatsi	Second	Sg.	"Present Ind."	"    1"
āsad	Verb	2	P.	āsadat	Third	Sg.	"Aorist Jus."	"    1"
āsad	Verb	2	P.	āsatsyat			"Future Ind."	"    1"
āsāday	Verb	10	Ā	āsādayasi	Second	Sg.	"Present Ind."	"    1"
āsāday	Verb	10	Ā	āsādayāmaḥ	First	Pl.	"Present Ind."	"    1"
āsāday	Verb	10	Ā	āsādayiṣyāmi	First	Sg.	"Future Ind."	"    1"
āsāday	Verb	10	Ā	āsādayiṣyasi	Second	Sg.	"Future Ind."	"    1"
āsāday	Verb	10	Ā	āsādayiṣyāmaḥ	First	Pl.	"Future Ind."	"    1"
āsāday	Verb	10	Ā	āsādayiṣyatha	Second	Pl.	"Future Ind."	"    1"
āsāday	Verb	10	Ā	āsādayiṣyanti	Third	Pl.	"Future Ind."	"    1"
āsāday	Verb	10	Ā	āsādayāṃcakruḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
āsāday	Verb	10	Ā	āsādayāmāsuḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
āsāday	Verb	10	Ā	āsādyata	Third	Sg.	"Imperfect Ind. Passive "	"    1"
āsāday	Verb	10	Ā	āsādyante	Third	Pl.	"Present Passive"	"    1"
āsāday	Verb	10	Ā	āsādayiṣye	First	Sg.	"Future Ind."	"    1"
āsāday	Verb	10	Ā	āsādya			"Future passive particle"	"    1"
āsic	Verb	6	P.	āsiñcanti	Third	Pl.	"Present Ind."	"    1"
āsic	Verb	6	P.	āsiñceyuḥ	Third	Pl.	"Pres. Potential"	"    1"
āsic	Verb	6	P.	āsiñca	Second	Sg.	"Pres. Imp."	"    1"
āsic	Verb	6	P.	āsiñcan	Third	Pl.	"Imperfect ind"	"    1"
āsic	Verb	6	P.	āsiñcāḥ	Second	Sg.	"Pres. Sub."	"    1"
āsic	Verb	6	P.	āsicyamāna			"Present Passive"	"    1"
secay	Verb	10	Ā	secayitvā			Absolutive	"    1"
āsu	Verb	6	P.	āsunuyāt	Third	Sg.	"Pres. Potential"	"    1"
āsu	Verb	6	P.	āsuvat	Third	Sg.	"Imperfect ind"	"    1"
āsū	Verb	6	P.	āsuvanti	Third	Pl.	"Present Ind."	"    1"
āsū	Verb	6	P.	āsuvadhvam	Second	Pl.	"Pres. Imp."	"    1"
āsṛ	Verb	3	Ā	āsarat	Third	Sg.	"Aorist Ind. Them."	"    1"
āsṛ	Verb	3	Ā	āsṛtya			Absolutive	"    1"
āsṛ	Verb	3	Ā	āsasrāṇa			"Perfect Ind."	"    1"
āsṛj	Verb	6	P.	āsṛjat	Third	Sg.	"Imperfect ind"	"    1"
āsev	Verb	1	Ā	āsevante	Third	Pl.	"Present Ind."	"    1"
āsev	Verb	1	Ā	āseveran	Third	Pl.	"Pres. Potential"	"    1"
āsev	Verb	1	Ā	āsiṣeve	Third	Sg.	"Perfect Ind."	"    1"
āsev	Verb	1	Ā	āsevitum			Infinitive	"    1"
āsev	Verb	1	Ā	āsevat			"Present Ind."	"    1"
āsev	Verb	1	Ā	āsevitavat			"Past Active Participle"	"    1"
āskand	Verb	1	P.	āskandati	Third	Sg.	"Present Ind."	"    1"
āskand	Verb	1	P.	āskandya			Absolutive	"    1"
āskand	Verb	1	P.	āskandita			"Past Passive Participle"	"    1"
āstṛ	Verb	5	P.	āstara	Second	Sg.	"Pres. Imp."	"    1"
āstṛ	Verb	5	P.	āstṛṇot	Third	Sg.	"Imperfect ind"	"    1"
āstṛ	Verb	5	P.	āstṛṇat			"Present Ind."	"    1"
āstṛ	Verb	5	P.	āstīryamāṇa			"Present Passive"	"    1"
āstṛ	Verb	5	P.	āstarat			"Present Ind."	"    1"
āsthā	Verb	1	Ā	ātiṣṭhaḥ	Second	Sg.	"Imperfect ind"	"    1"
āsthā	Verb	1	Ā	āsthāsyati	Third	Sg.	"Future Ind."	"    1"
āsthā	Verb	1	Ā	ātasthau	Third	Sg.	"Perfect Ind."	"    1"
āsthā	Verb	1	Ā	ātiṣṭhe	First	Sg.	"Present Ind."	"    1"
āsthā	Verb	1	Ā	ātiṣṭhe	First	Sg.	"Imperfect ind"	"    1"
āsthāpay	Verb	10	Ā	āsthāpayadhvam	Second	Pl.	"Pres. Imp."	"    1"
āsthāpay	Verb	10	Ā	āsthāpayitavya			"Future passive particle"	"    1"
āspand	Verb	1	Ā	āspandamāna			"Present Ind."	"    1"
āspand	Verb	1	Ā	āspandita			"Past Passive Participle"	"    1"
sphuṭ	Verb	6	Ā	sphuṭasi	Second	Sg.	"Present Ind."	"    1"
sphuṭ	Verb	6	Ā	asphuṭan	Third	Pl.	"Imperfect ind"	"    1"
sphuṭ	Verb	6	Ā	sphoṭati	Third	Sg.	"Present Ind."	"    1"
sphuṭ	Verb	6	Ā	sphuṭate	Third	Sg.	"Present Ind."	"    1"
sphuṭ	Verb	6	Ā	sphuṭitvā			Absolutive	"    1"
sphuṭ	Verb	6	Ā	sphoṭat			"Present Ind."	"    1"
sphoṭay	Verb	10	Ā	asphoṭayan	Third	Pl.	"Imperfect ind"	"    1"
sphoṭay	Verb	10	Ā	sphoṭyate	Third	Sg.	"Present Passive"	"    1"
sphoṭay	Verb	10	Ā	sphoṭayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
sphoṭay	Verb	10	Ā	sphoṭayitum			Infinitive	"    1"
āsphālay	Verb	10	P.	āsphālya			Absolutive	"    1"
āsphoṭay	Verb	10	Ā	āsphoṭayati	Third	Sg.	"Present Ind."	"    1"
āsphoṭay	Verb	10	Ā	āsphoṭayanti	Third	Pl.	"Present Ind."	"    1"
āsphoṭay	Verb	10	Ā	āsphoṭayet	Third	Sg.	"Pres. Potential"	"    1"
āsphoṭay	Verb	10	Ā	āsphoṭayat	Third	Sg.	"Imperfect ind"	"    1"
āsphoṭay	Verb	10	Ā	āsphoṭayāmāsuḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
āsphoṭay	Verb	10	Ā	āsphoṭayata	Third	Sg.	"Imperfect ind"	"    1"
āsphoṭay	Verb	10	Ā	āsphoṭayiṣyat			"Future Ind."	"    1"
āsru	Verb	1	P.	āsravat	Third	Sg.	"Imperfect ind"	"    1"
āsrāvay	Verb	10	P.	āsrāvita			"Past Passive Participle"	"    1"
svad	Verb	1	Ā	svadāmi	First	Sg.	"Present Ind."	"    1"
svad	Verb	1	Ā	svadathaḥ	Second	Du.	"Present Ind."	"    1"
svad	Verb	1	Ā	svadeta	Second	Pl.	"Pres. Potential"	"    1"
svad	Verb	1	Ā	svada	Second	Sg.	"Pres. Imp."	"    1"
svad	Verb	1	Ā	svadatu	Third	Sg.	"Pres. Imp."	"    1"
svad	Verb	1	Ā	svadāti	Third	Sg.	"Pres. Sub."	"    1"
svad	Verb	1	Ā	siṣvadat	Third	Sg.	"Aorist Jus."	"    1"
svāday	Verb	10	Ā	svādayet	Third	Sg.	"Pres. Potential"	"    1"
svāday	Verb	10	Ā	svādyate	Third	Sg.	"Present Passive"	"    1"
svāday	Verb	10	Ā	svādyamāna			"Present Passive"	"    1"
svap	Verb	1	Ā	svapitha	Second	Pl.	"Present Ind."	"    1"
svap	Verb	1	Ā	svapyuḥ	Third	Pl.	"Pres. Potential"	"    1"
svap	Verb	1	Ā	svapsyāmi	First	Sg.	"Future Ind."	"    1"
svap	Verb	1	Ā	svapatu	Third	Sg.	"Pres. Imp."	"    1"
svap	Verb	1	Ā	asvapatām	Third	Du.	"Imperfect ind"	"    1"
svap	Verb	1	Ā	svapsyase	Second	Sg.	"Future Ind."	"    1"
svap	Verb	1	Ā	svapsyate	Third	Sg.	"Future Ind."	"    1"
svap	Verb	1	Ā	svape	First	Sg.	"Present Ind."	"    1"
svap	Verb	1	Ā	svapāmahe	First	Pl.	"Present Ind."	"    1"
svap	Verb	1	Ā	svapante	Third	Pl.	"Present Ind."	"    1"
svap	Verb	1	Ā	svaptā	Third	Sg.	"Future. Ind. Peri."	"    1"
svap	Verb	1	Ā	svapeta	Third	Sg.	"Pres. Potential"	"    1"
svap	Verb	1	Ā	siṣvapaḥ	Second	Sg.	"Aorist Jus."	"    1"
svap	Verb	1	Ā	svapiṣyati	Third	Sg.	"Future Ind."	"    1"
svap	Verb	1	Ā	svapsyat			"Future Ind."	"    1"
svap	Verb	1	Ā	svapita			"Past Passive Participle"	"    1"
svap	Verb	1	Ā	suptavat			"Past Active Participle"	"    1"
svap	Verb	1	Ā	suṣupāṇa			"Perfect Ind."	"    1"
āsvāday	Verb	10	Ā	āsvādayet	Third	Sg.	"Pres. Potential"	"    1"
āsvāday	Verb	10	Ā	āsvādayiṣyāmi	First	Sg.	"Future Ind."	"    1"
āsvāday	Verb	10	Ā	āsvādayiṣyasi	Second	Sg.	"Future Ind."	"    1"
āsvāday	Verb	10	Ā	āsvādayethāḥ	Second	Sg.	"Pres. Potential"	"    1"
āsvāday	Verb	10	Ā	āsvādayīta	Third	Sg.	"Pres. Potential"	"    1"
āsvāday	Verb	10	Ā	āsvādayamāna			"Present Ind."	"    1"
āsvid	Verb	1	Ā	āsiṣvidāna			"Perfect Ind."	"    1"
āhan	Verb	2	Ā	āhanyate	Third	Sg.	"Present Passive"	"    1"
āhan	Verb	2	Ā	ājaghnāte	Third	Du.	"Perfect Ind."	"    1"
āhan	Verb	2	Ā	āhantāsmi	First	Sg.	"Future. Ind. Peri."	"    1"
āhan	Verb	2	Ā	āghnat			"Present Ind."	"    1"
āhan	Verb	2	Ā	āhantum			Infinitive	"    1"
āhan	Verb	2	Ā	āhanyat			"Present Passive"	"    1"
hiṁs	Verb	7	Ā	hiṃsiṣyati	Third	Sg.	"Future Ind."	"    1"
hiṁs	Verb	7	Ā	hiṃsyām	First	Sg.	"Pres. Potential"	"    1"
hiṁs	Verb	7	Ā	hiṃsyāḥ	Second	Sg.	"Pres. Potential"	"    1"
hiṁs	Verb	7	Ā	hiṃsyate	Third	Sg.	"Present Passive"	"    1"
hiṁs	Verb	7	Ā	hiṃsāmi	First	Sg.	"Present Ind."	"    1"
hiṁs	Verb	7	Ā	hiṃsye	First	Sg.	"Present Ind."	"    1"
hiṁs	Verb	7	Ā	hiṃsyate	Third	Sg.	"Present Ind."	"    1"
hiṁs	Verb	7	Ā	hiṃsi	Second	Sg.	"Pres. Imp."	"    1"
hiṁs	Verb	7	Ā	hiṃsiṣṭa	Second	Pl.	"Aorist Ind. Is."	"    1"
hiṁs	Verb	7	Ā	hiṃsiṣṭa	Second	Pl.	"Aorist Jus."	"    1"
hiṁs	Verb	7	Ā	jihiṃsa	Third	Sg.	"Perfect Ind."	"    1"
hiṁs	Verb	7	Ā	jihiṃsima	First	Pl.	"Perfect Ind."	"    1"
hiṁs	Verb	7	Ā	jihiṃsīḥ	Second	Sg.	"Perfect Jus."	"    1"
hiṁs	Verb	7	Ā	hiṃsanīya			"Future passive particle"	"    1"
hiṁs	Verb	7	Ā	hiṃsāna			"Present Ind."	"    1"
hiṁs	Verb	7	Ā	hiṃsitoḥ			Infinitive	"    1"
hiṁsay	Verb	10	Ā	hiṃsayati	Third	Sg.	"Present Ind."	"    1"
hiṁsay	Verb	10	Ā	hiṃsaya	Second	Sg.	"Pres. Imp."	"    1"
hiṁsay	Verb	10	Ā	hiṃsayet	Third	Sg.	"Pres. Potential"	"    1"
āhu	Verb	3	Ā	ājuhuvuḥ	Third	Pl.	"Perfect Ind."	"    1"
āhu	Verb	3	Ā	āhūyamāna			"Present Passive"	"    1"
āhṛ	Verb	1	Ā	āhareyam	First	Sg.	"Pres. Potential"	"    1"
āhṛ	Verb	1	Ā	āharāṇi	First	Sg.	"Pres. Imp."	"    1"
āhṛ	Verb	1	Ā	āharata	Second	Pl.	"Imperfect ind"	"    1"
āhṛ	Verb	1	Ā	āhariṣyasi	Second	Sg.	"Future Ind."	"    1"
āhṛ	Verb	1	Ā	āhariṣyanti	Third	Pl.	"Future Ind."	"    1"
āhṛ	Verb	1	Ā	āhārṣīḥ	Second	Sg.	"Aorist Ind. S."	"    1"
āhṛ	Verb	1	Ā	ājahāra	First	Sg.	"Perfect Ind."	"    1"
āhṛ	Verb	1	Ā	ājahartha	Second	Sg.	"Perfect Ind."	"    1"
āhṛ	Verb	1	Ā	āharate	Third	Sg.	"Present Ind."	"    1"
āhṛ	Verb	1	Ā	āhareya	First	Sg.	"Pres. Potential"	"    1"
āhṛ	Verb	1	Ā	āharasva	Second	Sg.	"Pres. Imp."	"    1"
āhṛ	Verb	1	Ā	āharatām	Third	Sg.	"Pres. Imp."	"    1"
āhṛ	Verb	1	Ā	āharanta	Third	Pl.	"Imperfect ind"	"    1"
āhṛ	Verb	1	Ā	ājahrire	Third	Pl.	"Perfect Ind."	"    1"
āhṛ	Verb	1	Ā	āhartāsmi	First	Sg.	"Future. Ind. Peri."	"    1"
āhṛ	Verb	1	Ā	āhartāsi	Second	Sg.	"Future. Ind. Peri."	"    1"
āhṛ	Verb	1	Ā	āhār	Third	Sg.	"Aorist Ind. S."	"    1"
āhṛ	Verb	1	Ā	āharitum			Infinitive	"    1"
āhṛ	Verb	1	Ā	āhartavya			"Future passive particle"	"    1"
āhṛ	Verb	1	Ā	āhṛtya			"Future passive particle"	"    1"
āhāray	Verb	10	Ā	āhārayanti	Third	Pl.	"Present Ind."	"    1"
āhāray	Verb	10	Ā	āhārayan	Third	Pl.	"Imperfect ind"	"    1"
āhāray	Verb	10	Ā	āhārayiṣyati	Third	Sg.	"Future Ind."	"    1"
āhāray	Verb	10	Ā	āhārayāṃcakāra	Third	Sg.	"Perfect Ind. Peri."	"    1"
āhāray	Verb	10	Ā	āhārayasva	Second	Sg.	"Pres. Imp."	"    1"
āhāray	Verb	10	Ā	āhāryamāṇa			"Present Passive"	"    1"
āhlāday	Verb	10	Ā	āhlādayiṣata	Third	Pl.	"Aorist Ind. Is."	"    1"
āhlāday	Verb	10	Ā	āhlādayat			"Present Ind."	"    1"
āhlāday	Verb	10	Ā	āhlādita			"Past Passive Participle"	"    1"
āhlāday	Verb	10	Ā	āhlādayitum			Infinitive	"    1"
āhvā	Verb	4	Ā	āhvayasi	Second	Sg.	"Present Ind."	"    1"
āhvā	Verb	4	Ā	āhvayatha	Second	Pl.	"Present Ind."	"    1"
āhvā	Verb	4	Ā	āhvayāmahe	First	Pl.	"Present Ind."	"    1"
āhvā	Verb	4	Ā	āhūyata	Third	Sg.	"Imperfect Ind. Passive "	"    1"
āhvā	Verb	4	Ā	āhūyanta	Third	Pl.	"Imperfect Ind. Passive "	"    1"
āhvā	Verb	4	Ā	āhvayāmāsuḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
āhvā	Verb	4	Ā	āhvayiṣyati	Third	Sg.	"Future Ind."	"    1"
āhvā	Verb	4	Ā	āhvayiṣyāmaḥ	First	Pl.	"Future Ind."	"    1"
āhvā	Verb	4	Ā	āhvayanta	Third	Pl.	"Imperfect ind"	"    1"
āhvā	Verb	4	Ā	āhvayethāḥ	Second	Sg.	"Pres. Potential"	"    1"
āhvā	Verb	4	Ā	āhvayeta	Third	Sg.	"Pres. Potential"	"    1"
āhvā	Verb	4	Ā	āhvāyati	Third	Sg.	"Present Ind."	"    1"
āhvā	Verb	4	Ā	āhvayitā	Third	Sg.	"Future. Ind. Peri."	"    1"
āhvā	Verb	4	Ā	āhvāya			Absolutive	"    1"
āhvā	Verb	4	Ā	āhuvadhyai			Infinitive	"    1"
hras	Verb	1	Ā	hrasatu	Third	Sg.	"Pres. Imp."	"    1"
hrāsay	Verb	10	P.	hrāsayāmaḥ	First	Pl.	"Present Ind."	"    1"
uccāṭay	Verb	10	Ā	uccāṭayate	Third	Sg.	"Present Ind."	"    1"
uccāṭay	Verb	10	Ā	uccāṭayiṣyat	Third	Sg.	"Future Cond."	"    1"
uccāṭay	Verb	10	Ā	uccāṭayat			"Present Ind."	"    1"
uccar	Verb	1	Ā	uccarasi	Second	Sg.	"Present Ind."	"    1"
uccar	Verb	1	Ā	uccarataḥ	Third	Du.	"Present Ind."	"    1"
uccar	Verb	1	Ā	uccaratu	Third	Sg.	"Pres. Imp."	"    1"
uccar	Verb	1	Ā	uccare	First	Sg.	"Present Ind."	"    1"
uccāray	Verb	10	Ā	uccārayiṣyatha	Second	Pl.	"Future Ind."	"    1"
uccāray	Verb	10	Ā	uccārayan	Third	Pl.	"Imperfect ind"	"    1"
uccāray	Verb	10	Ā	uccārayiṣyadhvam	Second	Pl.	"Future Cond."	"    1"
uccāray	Verb	10	Ā	uccārayitvā			Absolutive	"    1"
uccal	Verb	1	Ā	uccalanti	Third	Pl.	"Present Ind."	"    1"
uccal	Verb	1	Ā	uccalet	Third	Sg.	"Pres. Potential"	"    1"
uccal	Verb	1	Ā	udacalat	Third	Sg.	"Imperfect ind"	"    1"
uccal	Verb	1	Ā	uccalat			"Present Ind."	"    1"
ucci	Verb	5	Ā	uccita			"Past Passive Participle"	"    1"
uccyāvay	Verb	10	P.	uccyāvayatāt	Second	Sg.	"Pres. Imp."	"    1"
ucchāday	Verb	10	P.	ucchādita			"Past Passive Participle"	"    1"
ucchāday	Verb	10	P.	ucchādya			Absolutive	"    1"
ucchid	Verb	7	P.	ucchindyām	First	Sg.	"Pres. Potential"	"    1"
ucchid	Verb	7	P.	ucchetsyati	Third	Sg.	"Future Ind."	"    1"
ucchid	Verb	7	P.	ucchetsyāmaḥ	First	Pl.	"Future Ind."	"    1"
ucchid	Verb	7	P.	ucchinat	Third	Sg.	"Imperfect ind"	"    1"
ucchid	Verb	7	P.	ucchidyeran	Third	Pl.	"Pres. Opt Passive"	"    1"
ucchid	Verb	7	P.	ucchettāraḥ	Third	Pl.	"Future. Ind. Peri."	"    1"
ucchid	Verb	7	P.	ucchindat			"Present Ind."	"    1"
cheday	Verb	10	P.	chedayata	Second	Pl.	"Pres. Imp."	"    1"
cheday	Verb	10	P.	chedanīya			"Future passive particle"	"    1"
ucchiṣ	Verb	4	Ā	ucchiṣātai	Third	Sg.	"Pres. Sub."	"    1"
ucchiṣ	Verb	4	Ā	uccheṣi	Third	Sg.	"Aorist Jus."	"    1"
ucchiṣ	Verb	4	Ā	ucchiṣṭita			"Past Passive Participle"	"    1"
ucchocay	Verb	10	P.	ucchocayat			"Present Ind."	"    1"
ucchuṣ	Verb	4	P.	ucchuṣyanti	Third	Pl.	"Present Ind."	"    1"
ucchoṣay	Verb	10	P.	ucchoṣayat			"Present Ind."	"    1"
ucchoṣay	Verb	10	P.	ucchoṣya			Absolutive	"    1"
ucchri	Verb	1	Ā	ucchrayati	Third	Sg.	"Present Ind."	"    1"
ucchri	Verb	1	Ā	ucchrayatu	Third	Sg.	"Pres. Imp."	"    1"
ucchri	Verb	1	Ā	ucchrayantu	Third	Pl.	"Pres. Imp."	"    1"
ucchri	Verb	1	Ā	udaśrayan	Third	Pl.	"Imperfect ind"	"    1"
ucchri	Verb	1	Ā	ucchrayate	Third	Sg.	"Present Ind."	"    1"
ucchri	Verb	1	Ā	ucchrīyate	Third	Sg.	"Present Passive"	"    1"
ucchri	Verb	1	Ā	ucchiśriye	Third	Sg.	"Perfect Ind."	"    1"
ucchri	Verb	1	Ā	ucchrīyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
ucchri	Verb	1	Ā	ucchrayātai	Third	Sg.	"Pres. Sub."	"    1"
ucchri	Verb	1	Ā	ucchrayat			"Present Ind."	"    1"
ucchri	Verb	1	Ā	ucchrīyamāṇa			"Present Passive"	"    1"
ucchri	Verb	1	Ā	ucchrayitvā			Absolutive	"    1"
ucchvas	Verb	2	Ā	ucchvasīta	Third	Sg.	"Pres. Potential"	"    1"
ucchvas	Verb	2	Ā	udaśvasat	Third	Sg.	"Aorist Ind. Them."	"    1"
ucchvas	Verb	2	Ā	ucchvasati	Third	Sg.	"Present Ind."	"    1"
ucchvas	Verb	2	Ā	ucchvasamāna			"Present Ind."	"    1"
ucchvāsay	Verb	10	P.	ucchvāsayat			"Present Ind."	"    1"
ujjan	Verb	4	Ā	udajāyanta	Third	Pl.	"Imperfect ind"	"    1"
jāgaray	Verb	10	P.	jāgarayasi	Second	Sg.	"Present Ind."	"    1"
jāgaray	Verb	10	P.	jāgarayiṣyati	Third	Sg.	"Future Ind."	"    1"
jāgaray	Verb	10	P.	ajīgar	Third	Sg.	"Aorist Ind. Red."	"    1"
jāgaray	Verb	10	P.	jāgaritvā			Absolutive	"    1"
ujji	Verb	1	P.	ujjayati	Third	Sg.	"Present Ind."	"    1"
ujji	Verb	1	P.	ujjayat	Third	Sg.	"Imperfect ind"	"    1"
ujji	Verb	1	P.	ujjita			"Past Passive Participle"	"    1"
tānay	Verb	10	P.	tānita			"Past Passive Participle"	"    1"
ujjīv	Verb	1	Ā	ujjīvatām	Third	Sg.	"Pres. Imp."	"    1"
ujjīvay	Verb	10	P.	ujjīvayet	Third	Sg.	"Pres. Potential"	"    1"
ujjīvay	Verb	10	P.	ujjīvaya	Second	Sg.	"Pres. Imp."	"    1"
ujjīvay	Verb	10	P.	ujjīvayiṣyati	Third	Sg.	"Future Ind."	"    1"
ujjīvay	Verb	10	P.	ujjīvayat			"Present Ind."	"    1"
ujjīvay	Verb	10	P.	ujjīvita			"Past Passive Participle"	"    1"
ujjīvay	Verb	10	P.	ujjīvya			Absolutive	"    1"
ujjṛmbh	Verb	1	Ā	ujjṛmbhita			"Past Passive Participle"	"    1"
ujjvalay	Verb	10	P.	ujjvalaya	Second	Sg.	"Pres. Imp."	"    1"
ujjvalay	Verb	10	P.	ujjvalayat			"Present Ind."	"    1"
ujjvalay	Verb	10	P.	ujjvalita			"Past Passive Participle"	"    1"
uḍḍī	Verb	4	Ā	uḍḍīyamāna			"Present Ind."	"    1"
utkamp	Verb	1	Ā	udakampata	Third	Sg.	"Imperfect ind"	"    1"
utkalāpay	Denom.	0	P.	utkalāpayati	Third	Sg.	"Present Ind."	"    1"
utkas	Verb	1	P.	utkasantu	Third	Pl.	"Pres. Imp."	"    1"
utkāś	Verb	1	Ā	uccakāśe	Third	Sg.	"Perfect Ind."	"    1"
utkṛt	Verb	6	Ā	utkṛtyante	Third	Pl.	"Present Passive"	"    1"
utkṛt	Verb	6	Ā	utkṛtyeta	Third	Sg.	"Pres. Opt Passive"	"    1"
utkṛt	Verb	6	Ā	utkṛtyeran	Third	Pl.	"Pres. Opt Passive"	"    1"
utkṛt	Verb	6	Ā	utkṛtyamāna			"Present Passive"	"    1"
utkṛṣ	Verb	1	P.	utkarṣet	Third	Sg.	"Pres. Potential"	"    1"
utkṛṣ	Verb	1	P.	utkṛṣyate	Third	Sg.	"Present Passive"	"    1"
utkṛṣ	Verb	1	P.	utkraṣṭavya			"Future passive particle"	"    1"
utkarṣay	Verb	10	P.	utkarṣayet	Third	Sg.	"Pres. Potential"	"    1"
utkṛ	Verb	6	P.	utkiranti	Third	Pl.	"Present Ind."	"    1"
utkṛ	Verb	6	P.	utkīryate	Third	Sg.	"Present Passive"	"    1"
utkṛ	Verb	6	P.	utkirat			"Present Ind."	"    1"
utkram	Verb	6	P.	utkrāmataḥ	Third	Du.	"Present Ind."	"    1"
utkram	Verb	6	P.	udakrāman	Third	Pl.	"Imperfect ind"	"    1"
utkram	Verb	6	P.	utkramyate	Third	Sg.	"Present Passive"	"    1"
utkram	Verb	6	P.	udakramiṣyat	Third	Sg.	"Future Cond."	"    1"
utkram	Verb	6	P.	utkramāma	First	Pl.	"Pres. Imp."	"    1"
utkram	Verb	6	P.	uccakrāmat	Third	Sg.	"Plp. ind."	"    1"
utkram	Verb	6	P.	utkramya			"Future passive particle"	"    1"
utkramay	Verb	10	P.	utkramayati	Third	Sg.	"Present Ind."	"    1"
